Unnamed: 0,name,time,brand,post,date,car name,location,posted,thanked,predicted_class,sentiment_score
10, buzzy_boy , 10:02 ,BHPian,"I would buy the new Baleno over the i20. Reasons 1. Latin ncap found the body shell to be stable in frontal impact tests. The vehicle fared poorly in side impact - which I hope the new improvements address. 2. GDI engines don't have a long track record in India. They require premium petrol, and fuel adulteration is common in India 3. New interiors are much better 4. The only disadvantage is the AMT, but I can live with a manual.", 2nd March 2022,maruti-baleno,Chennai,276,"1,516",Features/Controls/Displays (broken or difficult to use),Very Positive
11, abhisheksircar , 10:27 ,BHPian,"Thank you for this review. We booked one (Alpha AGS Blue) for regular use replacing our 7 years old Celerio AMT but we are waiting for a test drive to confirm or a refund. We could get one allocated for a delivery in a week but we didn't want to rush it up without a test drive. I am not expecting CVT standards but is it as annoying as the Celerio AMT or has it improved ? How's the ICE setup ? Is the Cruise control effective ? Do you think the build quality has actually improved ? Also, in person, the 360 view did not look very effective with a scattered stitch. Is that how you also felt or may be it was just one of the views I saw.", 2nd March 2022,maruti-baleno,Bangalore,522,"1,717",Body Exterior and Paint,Very Positive
12, Akhileshmdp , 10:39 ,BHPian,"I have always loved the design language that Baleno carries. Build quality apart this is one of the best vfm propositions in the space, but the build quality leaves a lot to be desired. No doubt this is going to be another 10000+(or can I say 20000+) per month volume vehicles from the Maruti stable, I just hope someday Maruti and VW share their notes.", 2nd March 2022,maruti-baleno,Pune,39,27,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Positive
13, abk98 , 10:57 ,Newbie,"Thank You for this beautifully written review. Very happy with MS's offering here. Will be getting one for sure in August. The only question in my mind right now is, if I should opt for the manual or AGS. Initial reports have confirmed that AGS has been improved as compared to Maruti's previous AMT offerings. Looking forward for a TD and hopefully I can get my doubts cleared. Cheers.", 2nd March 2022,maruti-baleno,Bangalore,12,4,"Steering, Handling or Ride",Very Positive
14, Turbokick , 11:05 ,BHPian,"Excellent review as expected 👍 While every move Maruti took with New Baleno was in the right direction, the decision to opt for AMT over the CVT is bit bewildering. Even Tata did hold back in having AMT for Altroz (which i believe is readily available) to have that proper automatic (DCT in this case) for the position of the product. Baleno would end up then being the only car in the premium hatchback segment without a proper automatic option (jazz, polo, upcoming altroz, i20 all have one). Some people would argue about the cost saved and the f.e. but one needs to understand that the CVT actually transforms the engine characteristics completely and not just a automated gear changer. A CVT drives completely different from its manual counterpart. (Imagine doing 100@1500 rpm against the MT doing 100@3000 rpm). That itself is worth the extra money the manufacturers charge in general. Hopefully Maruti sends the Baleno for a crash test and gets good score. Much needed thing right now. Tata is having a great time with all good reasons for the focus they have on safety.", 2nd March 2022,maruti-baleno,Bhubaneswar,647,"1,304",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
15, AkMar , 11:06 ,Senior - BHPian,Excellent review. Can you share your experience on hill hold feature? How well does it work?, 2nd March 2022,maruti-baleno,Mumbai,"1,183","2,604",All-Wheel/4-Wheel Drive,Very Positive
16, professor.march , 11:24 ,BHPian,Checked out the new Baleno and I found the Zeta variant to be of better value than the top end. There are quite a few features in alpha but I felt they were all good to have. Also saw Altroz immediately after that. Tata showroom was buzzing while nexa was quiet. Heart says Altroz but head says Baleno., 2nd March 2022,maruti-baleno,Anantapur,85,135,"Brakes, Wheels or Tires",Very Positive
17, AutoNoob , 11:49 ,Senior - BHPian," Quote: Originally Posted by .anshuman Since the Maruti Baleno has already been reviewed by Team-BHP, this report will only focus on changes made to the facelift. Quote: Originally Posted by .anshuman The updated Baleno gets major changes to the exterior as well as the interior. The safety kit has also received a major update... The kerb weight has increased by 55 kg, though we're not sure how much of it contributes towards increase in structural strength. Given the level of changes reported, I am not sure if this can be termed as just 'facelift'. Though, as advertised, the platform remains same; yet multiple vehicles can be made on a platform and also, a platform can be used across generations. Quote: The second-gen Baleno was launched in October 2015. It was the first-gen Baleno (Hatchback). The original Baleno was a sedan and both had nothing in common except the name.", 2nd March 2022,maruti-baleno,On-board,"1,368","4,020",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
18, amol4184 , 11:51 ,Senior - BHPian," Quote: Originally Posted by .anshuman The clutch is very light and the anti-stall system is well tuned. Even with the additional 55 kg kerb weight, the DualJet engine feels peppy. While driving in city traffic, there is a decent amount of pep. Pottering around in the traffic, the anti-stall system and low-end torque ensure good drivability. I tried slotting int 5th gear at 30 km/h and the engine did not stall. Even at such low revs, there was no audible sign of the engine resisting or knocking. What exactly is this system, how does it work? I have stalled a few petrol MT cars (Duster especially) after mostly driving diesels. Feature like this seems quite helpful.", 2nd March 2022,maruti-baleno,Seattle/Pune,"1,203","4,760",Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Positive
19, fawad0222 , 12:07 ,BHPian,"After reading so many posts on how AMT is different from CVT some positive, some negative, one question which comes up in my mind is that whether both the transmissions could be or can still be offered in Baleno, covering all the bases. Will it be impractical for the company.", 2nd March 2022,maruti-baleno,Alig/Pune,221,959,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Neutral
20, NiInJa , 12:26 ,Senior - BHPian,"Nice review. The plastic cover under engine bay is welcome addition, but I just hope it is sturdy enough. I have to get the partial covers on the Ertiga 'tightened' at every service and there has been one dent/hole already in ~11000 km of driving. Regarding the CVT/AMT comparison, I feel they should have kept the CVT OR offered even the ancient 4 speed Torque Converter. I recently sat in a friend's Dzire AMT and it had some judder from standstill in first gear, and that was at 14000 km, I know for sure the AMT is going to get even more jerky later on. I feel the AMT relies a lot on how one drives the car in long term to be a reliable workhorse.", 2nd March 2022,maruti-baleno,Pune,"1,052","3,692",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
21, shivaru , 13:19 ,Newbie,Are the switches/buttons provided with backlight ? This was missing in the old Baleno ?, 2nd March 2022,maruti-baleno,Delhi,14,11,Drivetrain,Negative
22, Dieselritzer , 16:00 ,BHPian,Can these new bigger brakes be fitted to older Baleno? I drive a Glanza and the brakes are horrible., 2nd March 2022,maruti-baleno,Mumbai,582,"1,410",All-Wheel/4-Wheel Drive,Very Negative
23, romeomidhun , 16:54 ,BANNED,"Thanks for the review. But frankly, this is too short of a review. For an onlooker, this is is just a facelift but for the trained eyes, this is a major model change with changes not only to bumpers, grills and lights, but to most body panels, interiors, features, boot space etc. Also, people here will be more interested in the sheet metal thickness and build, but no mention to that as well.", 2nd March 2022,maruti-baleno,Chennai,"3,282","4,875","Brakes, Wheels or Tires",Very Positive
24, vineetklkrn , 17:44 ,Newbie,"Thanks for the detailed review. I have driven Dzire AMT 2018 model for 4 years and now owning a Honda City CVT. I will provide my point of view w.r.t. AMT vs the CVT. I moved to Dzire AMT after having driven manual for 3 years. And it was a delight as it is after all an Automatic. So if you compare with Manual for sure the convenience and comfort in an AMT is unmatched for a very less premium over it. Also I got used to the AMT very quickly, and was never much bothered about the jerk while shifting the gear as it can be easily smoothened out by playing effectively with the acceleration. In this review I understand that the AMT is further improved. So I am sure the jerky movement will be a non-issue once you learn to handle the acceleration effectively. Now if I may talk about CVT, it is again a very pleasant upgrade and coupled with IVTEC engine. For the additional premium, it is not a VFM but certainly more convenient especially while overtaking on highways as you can simply rev and need not bother about playing with the acceleration to smoothen out the jerks. After having compared the two, as I said your convenience is already obtained when compared to manual even with AMT. However if you are an enthusiast and want to rev hard without any hassle CVT is better. Lastly I would like to add that after 4 years of driving AMT I started getting little issues while shifting from 1st to 2nd. It was no more that smooth and took longer at times. So looks like the AMT box does cause issues over long period of usage. I never got it checked as my lease was due and had to sell the car. I cannot comment on long term performance of CVT as I have started using it only a month ago. Hope this helps potential buyers. Thanks.", 2nd March 2022,maruti-baleno,BENGALURU,24,94,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
25, theAutomaniac , 17:46 ,BHPian," Quote: Originally Posted by romeomidhun Thanks for the review. But frankly, this is too short of a review. For an onlooker, this is is just a facelift but for the trained eyes, this is a major model change with changes not only to bumpers, grills and lights, but to most body panels, interiors, features, boot space etc. Also, people here will be more interested in the sheet metal thickness and build, but no mention to that as well. True that! Also, this one here is an all new model and journalists from Autocar, Powerdrift, Zigwheels etc have acknowledged the same in their reviews and even on their social media. Sadly that has been mentioned as a mere facelift here and all the detailed shots (and review) we see on other Team-BHP reviews are also missing!", 2nd March 2022,maruti-baleno,"Ambala,",356,"2,578",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
26, summerisland , 19:07 ,Newbie,"Thanks for the review! Quote: Small, retractable transparent glass head-up display pops up above the instrument cluster. This is how the popped up HUD looks from outside: Display and brightness does look good. I was not expecting that! Maruti does know how to pull the crowd.", 2nd March 2022,maruti-baleno,Luxembourg,11,13,Electric Motor/Battery,Very Positive
27, venkyhere , 19:10 ,BANNED,"It's clear that MSIL has given serious thought to the newer model - the HUD, the rear AC vent assembly with type-A and type-C USB ports, 360 camera, better seats, more mature suspension tune, caring enough to put underbonnet insulation etc are all very welcome steps. It's heartening to see a serious attempt to 'provide' to the customer. However, some of the changes reek of intentional ""that will do"" attitude - (1) the front central AC vents are a joke (2) the surgically removed portion of wheelwell sheet metal is disgusting (how much did they save from cutting it away ? probably balancing off the cost of having to provide some sort of engine undertray) (3) poorly done headlamp plug sockets (inviting water to enter) is negligence. What's the use of having a male-female plastic encased waterproof socket design, if the wiring that is fed to one of the socket has not been insulated well, exposing the wiring tunnels to water/moisture ? Personally, I feel it's a very competent product, tailored well to suit the indian car buyer, but can't help the feeling that some positive minded new product leadership were eventually kept in check by the old guard whose product definition motto has been ""cut costs, at all costs"". If us Indians gobbled up the old new-baleno, we are sure to gobble up this new new-baleno at twice the rate. This has sales success written all over it.", 2nd March 2022,maruti-baleno,hump,"1,293","5,858",Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
28, romeomidhun , 19:26 ,BANNED,"Good that they have adopted a matured design for most parts of the car. BTW, they have taken a lot of elements from Japanese Solio interiors. See the Solio interior pics.", 2nd March 2022,maruti-baleno,Chennai,"3,282","4,875","Brakes, Wheels or Tires",Positive
29, vinya_jag , 22:42 ,BHPian,"Hasn't the rear design gone the Wagon-R way? More upright, and Boxy Also, I am missing the Likes/ Dislikes or the Pros/Cons for the recent car reviews", 2nd March 2022,maruti-baleno,Bengaluru,613,"1,218",Drivetrain,Very Negative
30, Pashin , 22:44 ,BHPian,Strange times for the segment - On one hand Tata is going the DSG route for the Altroz while Maruti is ditching a silky smooth CVT in the previous gen to an AMT in the upgraded Baleno. VW too ditched the DSG for TC in the Polo to mate better with the new 1.0 engine., 2nd March 2022,maruti-baleno,Mumbai,142,200,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Positive
31, youngknight , 00:32 ,Newbie,"No mention of the UV-cut glass in top trims, starting from Alpha variant. Considering that only the Polo (now discontinued) gave UV-cut glass in this segment (maybe even a segment or two higher), this move should be appreciated, even though it should be normalized in a mostly humid country like ours. It saves the time, cost and hassle required to apply a reliable sunfilm, which also must follow the regulations. I think the in-depth review of the new Baleno by Gagan Choudhary on YouTube is pretty reliable.", 3rd March 2022,maruti-baleno,Hyderabad,18,41,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Positive
32, Sarinkrc , 03:42 ,BHPian,55kgs increase in weight and 6 air bags included in the top end versions. I would prefer to see NCAP test results before even having to say Baleno has become safer. Certainly reinforcing a soft sponge car with extra safety from Maruti Side .Will it be good ? But anyways the car will sell because its a Maruti and people get peace of mind owning one. If safety isn't the concern definitely buy this car., 3rd March 2022,maruti-baleno,Trichur,35,51,"Brakes, Wheels or Tires",Very Positive
33, Carma2017 , 07:57 ,BHPian,"A good review but feels a bit rushed and low on facts and figures. In any case, it is hands down clear that i20 is a more premium vehicle compared to the Baleno based on the review. If only the i20 came at a saner price!!! It is almost at prices of a different segment. Coming back to the Baleno, the other reviews mentioned that turn by turn navigation would be coming to the HUD later on. Any info on that? Also can we have a comparison of the sound performance of the Arkamys system vis a vis the Altroz and i20 set up? And lastly, has the addition of 6 Airbags in the Alpha/Zeta variants eaten up headroom as compared to the previous version?", 3rd March 2022,maruti-baleno,Delhi,668,"2,536",Body Exterior and Paint,Very Positive
34, Sachin V.W. , 08:35 ,BHPian," Quote: Originally Posted by romeomidhun Thanks for the review. But frankly, this is too short of a review. For an onlooker, this is is just a facelift but for the trained eyes, this is a major model change with changes not only to bumpers, grills and lights, but to most body panels, interiors, features, boot space etc. Also, people here will be more interested in the sheet metal thickness and build, but no mention to that as well. I second that. There are lot of claims Maruti is doing officially and unofficially with this product and those needs to be reviewed deeply.", 3rd March 2022,maruti-baleno,Mumbai-Pune,58,113,Features/Controls/Displays (broken or difficult to use),Very Positive
35, Karthik.thm , 10:35 ,BHPian,"Here comes another top seller, only I believe this time its worth it. Contrary to popular opinion I hated old Baleno for its looks, how it drove, quality etc. I had a chance to test drive it recently and it is really compelling product. Everything about it is good except AMT, though almost 95 to 97 percent of Baleno customers wouldn't mind for AMT as long as the car shift gears for them. Maruti has super power to read its customer's mind and the best part is they do their homework and deliver more than customer wants. If Baleno and other new launches of maruti scores 4 stars and above, Maruti will be undisputed kind for another decade or so. Overall it is very nice package and more modern too.", 3rd March 2022,maruti-baleno,BENGALURU,45,220,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
36, Sach_511 , 12:47 ,BHPian,"Wow, it's looking sharp! A very good refresh I must say and indeed due to competition Maruti have to provide lots of features (which I am sure, top management must think that we poor Indian do not deserve them!!); it's heartening to see features like HDU, 360 cameras reach to masses. On a separate note, really do not like blank buttons on steering and missing steel sheet over fender lining, if it gets punctured (which it will be in long usage) lot of dirt and water will surely enter in Engine bay.", 3rd March 2022,maruti-baleno,New,69,217,"Engine, Fuel System and Exhaust",Very Positive
37, Durango Dude , 13:08 ,Senior - BHPian,"Car looks great from the front, where it looks more substantial than the car it replaces. Wish Maruti had got the up coming 6 speed TC automatic than an AMT for this premium hatch. I think Maruti is very obsessed with fuel efficiency that it doesn't it to drop below 20 kmpl hence that dumb AMT.", 3rd March 2022,maruti-baleno,Chennai,"1,935","5,084",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
38, MotuSid , 13:46 ,Newbie, Quote: Originally Posted by .anshuman Metal covering above the fender lining on both sides is missing - just like the older version. Damaged plastic fender lining can lead to ingress of water in the engine bay: Has this been done to save weight? How much does this affect NVH?, 3rd March 2022,maruti-baleno,Navi,9,25,Interior/Instrument Panel/Material Quality (broken or difficult to use),Positive
39, volkman10 , 15:44 ,Distinguished - BHPian,Maruti Suzuki's Baleno continues its leadership position and is placed 4th in the Top Auto sales of Feb.. Figures could only grow in coming months. Hyundai will be pruning its hatchback features and variants while Tata has announced bookings of its new variant of Altroz. It will only show who will take the 2nd position as Baleno numbers could only increase. Source: Auto Punditz, 3rd March 2022,maruti-baleno,--,"23,203","67,087",Climate Control - Heating & Cooling (broken or difficult to use),Positive
40, VALLURIS , 18:35 ,BHPian,"Short and Crisp Review. I visited Nexa showroom today to check out Baleno. Sales executive there was stressing more on the safety like 6 air bags and build of the car, I gues this is the first time Maruti sales team are stressing more on the safety aspects of the car. The boot was opened multiple times to compare with previous generation, the thud sound on the new model makes us believe it’s strong. I was told that this is not a facelift and built from scratch on a new platform. Could members clarify on the safety aspect and body strength of Baleno 2022.", 3rd March 2022,maruti-baleno,Hyderabad,40,79,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
41, gururajrv , 21:13 ,Senior - BHPian,Enough said about Baleno I’m here to check if anyones got the song name “Tech Goes Bold” ad for Baleno? slightly / acutely OT!, 3rd March 2022,maruti-baleno,KA,"1,237","2,428",Transmission,Neutral
