,name,time,brand,post,date,car name,location,posted,thanked
10, tj123 , 08:45 ,Senior - BHPian,My vote goes for the Glanza as Toyota is giving a better warranty coverage and in-case of any emergency service issue one can all ways go to a Maruti service center. I am sure that Maruti will be dropping Baleno's price before the festive season as Glanza & Venue will eat into its pie., 7th June 2019,toyota-glanza-vs-maruti-baleno,BLR,"1,148",676
11, DaptChatterjee , 09:08 ,BHPian,"Going against the tide, I have voted for the Baleno. I believe that the Maruti service centres will have better spare parts availability as Baleno shares most of the parts with Swift, DZire, Ignis etc. They also have years of experience in servicing the car. Eagerly waiting for a Team-BHP review of the Dualjet engine to find out if the extra BHP's are worth hundred thousand bucks! Costwise, I hope that I will manage to get those 12 rupees as discount from Nexa", 7th June 2019,toyota-glanza-vs-maruti-baleno,Gurgaon,76,338
12, Kosfactor , 09:23 ,Distinguished - BHPian,"Baleno, Brezza & Ciaz - Thats it rebadge them (Glanza, RAV4, Corolla) and sell it for a while , build volumes and you can completely buy suzuki out. Quite clear by now that Toyota is a more preferred brand as long as the product is a Maruti. Jeep and Landrover should take Brezza and rebadge them as well, they seem popular that way anyways! If you cant beat them( with your half hearted attempts) , join them. Nice strategy Toyota!", 7th June 2019,toyota-glanza-vs-maruti-baleno,COK\BLR\MYS,"3,579","10,063"
13, 2000rpm , 10:15 ,Senior - BHPian,The poll should have a neither or none of the above option also., 7th June 2019,toyota-glanza-vs-maruti-baleno,Mumbai,"1,514","6,042"
14, dhanushs , 10:53 ,Distinguished - BHPian,"Well, all things being equal, I'd pick the brand which has a better/convenient service centre near me. While in my area Toyota wins, I'm guessing if you take the bigger picture, Maruti wins in most areas.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Chennai,"4,257","9,771"
15, Blue_Pearl , 11:10 ,BHPian,"Baleno, because Maruti service centre is 50 Meters away from my Building (In fact, our society and Wonder Cars, which is an authorised dealer shares a common fencing )", 7th June 2019,toyota-glanza-vs-maruti-baleno,Pune,30,62
16, kavensri , 11:49 ,BHPian,"Having experienced service in both Maruti and Toyota service centers, I would any day opt for Toyota, even if the price of the car is slightly more. But in this case where the price is low, it’s a no brainer for me!", 7th June 2019,toyota-glanza-vs-maruti-baleno,BengaLooru,327,737
17, R2D2 , 12:08 ,Distinguished - BHPian,"Given my experience with both Maruti and Toyota (each very good in their own ways), I would say Toyota gets my vote. And it's only a matter of time IMHO before SMC Japan winds up in TMC's group of Companies.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Pune,"3,231","5,738"
18, speedmiester , 12:18 ,Senior - BHPian,"Personally, I would go the Glanza for the pricing and the overall customer experience I have had with them. Toyota service centres are not very crowded and they offer a quick 60Min service. I really wish Toyota had thought of assembling the Glanza with parts sourced from Suzuki rather than just sticking a Toyota badge on it. They could have charged a premium for it as well.", 7th June 2019,toyota-glanza-vs-maruti-baleno,bangalore,"2,373","6,554"
19, AYP , 12:23 ,Senior - BHPian," Quote: Originally Posted by 2000rpm The poll should have a neither or none of the above option also. This poll is based on a scenario wherein you have to select only between either one of these products. For general comparison and poll between other B-2 segment hatchbacks, we have other threads.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Mumbai,"1,214","3,770"
20, Sherlocked , 12:28 ,BHPian,"If the variant I wish to buy is Delta, then I have no choice other than Maruti Beleno. If I wish to buy the mild hybrid variant with Dual Jet engine then no sense to go with Maruti due to the huge price difference. Toyota Glanza it is then. If I wish to buy the top of the line Alpha/V, then I will try to bargain as hard as I can with Maruti and bring home the Baleno.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Jaipur,688,"1,811"
21, SJM1214 , 12:29 ,Senior - BHPian,"Warranty and Service quality ( not service reach) are two major factors which would work in Toyota Glanza's favor. MSIL service workshops are overcrowded, because of that attention to details are missing. That's one of the main reasons, I switched over to Nexa Service for my Non- Nexa Car Brezza. And now Nexa service stations are also overcrowded. At the other hand, Toyota is well known for its service delivery and after sales customer service. If I am in the market to buy the car and have to choose between Baleno and Glanza, I think I would go for Toyota Glanza.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Anand(GJ23),"1,572","5,947"
22, Rehaan , 13:03 ,Team-BHP Support,"Observation: 65% of the answers in this thread have the word ""service"" in them. Quote: Originally Posted by AYP 2. Keeping the price of the other variants cheaper than the Baleno. Yes, can you believe that a Toyota costs less than a Maruti in the same segment? By a full 12 Rs. at that. 3. A better standard warranty of 3 years/1,00,000 km warranty vs the Baleno's 2 years/40,000 km. Two questions I have: 1) What's the service interval of the Glanza? Is it the same as the Baleno, or is it hyper-frequent like some other Toyota cars that need to see the service station every 23 kms? This hyper-frequent servicing cost can add up fast! And if you want to make good on your 3 year standard warranty you can't escape it. 2) I assume spare part pricing would be the same right now... wonder if things will change in the future.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Bombay,"24,002","33,872"
23, jailbird_fynix , 13:48 ,BHPian,"OT: The Original Toyota Glanza ; Japanese Pocket Rockets ( 1996 - 1999 ) The Starlet Glanza was the sports version of the P90 (5th) generation Starlet. The name ""Glanza"" comes from the German word ""Glanz"", which means ""brilliancy"" or ""sparkle"". The Glanza S and Glanza V were only officially available on the Japanese market. The Glanza S was powered by the naturally aspirated 1331cc 4E-FE which generated 85 PS (63 kW; 84 hp; 0100 km/h in 7 seconds). The Glanza V was powered by the turbocharged 1331 cc 4E-FTE which generated 140 PS (103 kW; 138 hp) at 6400 rpm with a 0100 km/h time of 8.3 seconds (factory brochure stats). With some aftermarket tuning and 1bar of boost, around 170bhp is readily available on the standard turbo. This car will be familiar to anyone who has played any of the Gran Turismo video games. Definitely, a 90's enthusiast's car. http://youtu.be/u16HnuKpbm4 ", 7th June 2019,toyota-glanza-vs-maruti-baleno,"(òÓ,)_\,,/",466,"3,085"
24, AYP , 14:36 ,Senior - BHPian," Quote: Originally Posted by Rehaan Two questions I have: 1) What's the service interval of the Glanza? Is it the same as the Baleno, or is it hyper-frequent like some other Toyota cars that need to see the service station every 23 kms? This hyper-frequent servicing cost can add up fast! And if you want to make good on your 3 year standard warranty you can't escape it. It would be a bummer if the service interval is something like 6 months/5000 km. The Glanza is the first Toyota in India to offer Android Auto and Apple Carplay. Hopefully, it becomes the 1st modern/recently launched Toyota to offer 12 months/10000 km service interval. Quote: Originally Posted by Rehaan 2) I assume spare part pricing would be the same right now... wonder if things will change in the future. Yep, even I share the same view. But then, if the service interval is every 6 months, it would mean almost double the amount of consumables( if not double, then at least 1.5 times) and to some extent, more spare cost as well. I strongly feel that the Glanza will have the same service interval as the Baleno. I couldn't find any concrete info about its service interval though.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Mumbai,"1,214","3,770"
25, kavensri , 14:39 ,BHPian," Quote: Originally Posted by AYP Hopefully, it becomes the 1st Toyota to offer 12 months/10000 km service interval. I am using Etios Liva and the service interval for my car is 10000kms/12 months.", 7th June 2019,toyota-glanza-vs-maruti-baleno,BengaLooru,327,737
26, lamborghini , 15:18 ,Distinguished - BHPian,"If the Glanza is better priced than / Rs. 1500-5000 more than the Baleno (assuming these prices are not introductory), it would get my vote. In Mumbai - I find Nexa (S-Cross) and Toyota (Corolla / Etios / Liva) service pretty much on par - read average! Only the extra warranty period would be the real deal maker which is why I would pay a slight premium (Rs. 5,000 as the upper limit) for it + from my experience, Toyota is a little more open to honoring warranty claims than Maruti. In reality though - I'd probably look at other options that ride / drive better, and are built a little stronger.", 7th June 2019,toyota-glanza-vs-maruti-baleno,Mumbai,"6,108","5,749"
27, adi.mariner , 15:26 ,BHPian,Voted for the Baleno only because the JM Road Maruti ASS is very near. Also I have had a favourable experience with them when I had given my SX4 for Gearbox issues repair. The pricing of the Glanza is very tempting for some-one who wants to buy a Baleno. But these are introductory prices and might go up as per the demand., 7th June 2019,toyota-glanza-vs-maruti-baleno,Pune,516,"1,265"
28, Aafaq , 15:09 ,BHPian,"That said, just because of the VFM pricing, I'm not letting Toyota get away with it. They could have done a LOT more with the car than just a lame badge swap & kit tweaking. Toyota could have made some prominent changes to differentiate it from Baleno like (Body Kit/Spoiler/Roof Rails etc), otherwise it feels like a same product being offered by two different brands.", 8th June 2019,toyota-glanza-vs-maruti-baleno,"Srinagar,",86,209
29, PearlJam , 11:15 ,BHPian,"A bit more info from ACI: https://www.autocarindia.com/car-new...nalysis-412948 Quote: Originally Posted by avdhesh15 If Toyota can't solve the issue, I can always de badge and take it to Maruti! Are you serious? Everything is computerized today. You think they won't check the engine/chassis numbers on their system?", 12th June 2019,toyota-glanza-vs-maruti-baleno,Bangalore,630,"1,652"
30, Tgo , 11:52 ,Senior - BHPian,"I think Toyota is going to make up the money in selling -Higher Priced Insurance -Extended Warranty -Spares & labour Even after factoring in all the above, Glanza would be the way to go for me.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Calgary|Jaipur,"1,284","3,749"
31, Nav-i-gator , 12:01 ,BHPian," Quote: Originally Posted by PearlJam Are you serious? Everything is computerized today. You think they won't check the engine/chassis numbers on their system? There are numerous MASS garages as well, which ALSO service non-Maruti cars. One just need to maintain service records and can pretty easily go to MASS and get their cars maintained with ""Genuine OEM spare parts"", by service engineers trained by the manufacturer itself.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Gurgaon/Saigon,755,"2,450"
32, Highh5 , 12:06 ,BHPian,"I'm wondering what will NEXA SA will say to the customers, in order to differentiate between Baleno and Glanza and why the customer should opt for Baleno over Glanza. Conversations could be like: 'Chrome grill looks too gaudy in Glanza, Baleno grill looks classy'", 12th June 2019,toyota-glanza-vs-maruti-baleno,"UP-14/15,",506,"1,239"
33, NiInJa , 12:33 ,Senior - BHPian," Quote: Originally Posted by Rehaan 1) What's the service interval of the Glanza? Is it the same as the Baleno, or is it hyper-frequent like some other Toyota cars that need to see the service station every 23 kms? This hyper-frequent servicing cost can add up fast! And if you want to make good on your 3 year standard warranty you can't escape it. 2) I assume spare part pricing would be the same right now... wonder if things will change in the future. Very important point ! But my guess is Toyota is too lazy to change the tables in Baleno's user manual, so they just let it be I would not mind giving the car for a frequent check-up if the service center is close to my home and the service guys are not trying to cheat me. The best part would be getting the spares from Maruti in case Toyota increases the price (high chance they wont do it)", 12th June 2019,toyota-glanza-vs-maruti-baleno,Pune,"1,052","3,692"
34, VVN , 13:01 ,BHPian,"Voting for Baleno. Maruti and Toyota are both known for reliability and service quality. However, Baleno's resale value would be much higher compared to Glanza. If I had to buy one, I'd go for the Baleno.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Mumbai,146,492
35, Vitalstatistiks , 14:25 ,BHPian," Quote: Originally Posted by Kosfactor Quite clear by now that Toyota is a more preferred brand as long as the product is a Maruti. That statement needs correction IMHO. Toyota is a more preferred brand as long as PRICING is same as Maruti. Slap just additional 50k variant by variant on Glaza, and see the tide of discussion turn. It will revert to what it was (preferring Maruti) before the pricing announcement.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Bombay-->Delhi,296,721
36, bhp_maniac , 14:36 ,BHPian,"Wanted to vote for Glanza, but mistakenly did it for Baleno Being said that, Toyota did the pricing so well and add to that the perceived brand value of Toyota and additional warranty that comes with it, I am strongly inclined towards the newer option. As rightly mentioned already on the thread, I would keep an eye on the service intervals. Can't withstand the hassle of visiting the service center every 5k km.", 12th June 2019,toyota-glanza-vs-maruti-baleno,"Kochi,",504,255
37, pnredkar , 14:49 ,BHPian,"Voted for Baleno, because Toyota looks like the middleman in this deal. If I like the Baleno and choose to buy it, let the profits go to Maruti.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Bangalore,167,362
38, .HEM , 15:16 ,BHPian,"Voted for Glanza! The deal is between Toyota and Suzuki. So the cost price for Maruti and Toyota is going to be the same, which should have enabled Toyota to price it on par. Once we get to know the sales figure of Glanza and Baleno, we can conclude what is the end customers choice.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Chennai,153,277
39, HrB , 16:51 ,BHPian,Voted for Glanza just because it doesn't sport the 'S' logo., 12th June 2019,toyota-glanza-vs-maruti-baleno,Guwahati,46,145
40, Thilak29 , 16:57 ,BHPian,"It's a strange proposition. If you want a true Toyota don't buy Glanza. If you want true Maruti, Baleno is not a bad choice. If you want a safe car, look elsewhere.", 12th June 2019,toyota-glanza-vs-maruti-baleno,KA21,922,"3,480"
41, gb97ce6 , 17:42 ,BHPian,"Wow, as of now 70% have voted for Glanza which is to be expected. Sure the pricing and extended warranty made it an easy decision. Will the same folks continue to choose Glanza if Toyota starts increasing the price and eventually the Baleno becomes cheaper. Or Maruti starts providing huge discounts which is entirely possible. I wonder what kind of margins Maruti was making all these days when a product sold to another company is cheaper. This is surely a long term play by both sides, Maruti will have to bear the pain in the short term because they will need the hybrid drive train technology which Toyota can share and continue to improve with its R&D budget which probably dwarfs Marutis by a huge margin.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Coimbatore,66,180
42, turbowhistle , 18:49 ,BHPian,"First and foremost I don't think I'll ever buy a Maruti, hence its clearly Glanza. I have no experience of Maruti or Toyota ASS so can't take a call on that basis but I feel the service wont be different by a huge margin ( Many Nexa technicians must have applied to Toyota by now ) Love what Toyota did with pricing and with the proper 1lac warranty, Glanza has a nice advantage! Since these are identical cars and if someone is seriously confused between Toyota or Maruti, the decision should be made based on the best deal ( best time to pit the dealers against each other for discounts).", 12th June 2019,toyota-glanza-vs-maruti-baleno,Berlin,339,"1,073"
43, Silver Knight , 19:10 ,BHPian,"Personally I will prefer the Glanza, but will not promote it among my circle If Glanza becomes a success we Indians will have to bear more such antics in the auto world.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Trichur,220,467
44, porsche_guy , 19:20 ,BHPian,"Honestly, I would prefer neither. The car itself doesn't appeal to me at all irrespective of the T or S badge.", 12th June 2019,toyota-glanza-vs-maruti-baleno,GJ06<=>GJ01,884,"3,097"
45, torquecurve , 20:11 ,BHPian,"Can we add a third option - NOTA. 1 - This is still a 'Baleno' inside and out. The safety aspect is something that I used to look up to Toyota for, this doesn't satisfy that key point. 2 - Most Marutis tend to start rattling later in their life, an aspect that I have experienced with a Baleno owned by a friend as well. This is a very 'un-toyota' thing to happen 3 - If I still had to choose - it would probably be a Nexa, with a heavy discount which I would use to buy extended warranty. If not possible then a toy-yoda dealer it is.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Pune,802,"1,708"
46, SPARKled , 21:17 ,Senior - BHPian,"The Glanza for me. Better warranty, cheaper service costs, uncrowded service centres and potentially better resale value are the Toyota advantages that I see.", 12th June 2019,toyota-glanza-vs-maruti-baleno,Navi,"1,110",656
47, Kosfactor , 21:51 ,Distinguished - BHPian," Quote: Originally Posted by Vitalstatistiks That statement needs correction IMHO. Toyota is a more preferred brand as long as PRICING is same as Maruti. Slap just additional 50k variant by variant on Glaza, and see the tide of discussion turn. It will revert to what it was (preferring Maruti) before the pricing announcement. Ha ha, well said. Maruti is an adjective, it means Affordable, Fuel efficient, easy to maintain, Good looking, Value for money, nice to drive and reliable vehicles. Before Glanza they did not have such a vehicle. Etios ticked some boxes but far from VFM or Good looking.", 12th June 2019,toyota-glanza-vs-maruti-baleno,COK\BLR\MYS,"3,579","10,063"
48, rvd8732 , 22:12 ,BHPian,"With just the badge exchange, do we really need a official Glanza review? Even if we did, I guess we only see the pictures of badges. We should have a poll actually. Do we need Official Glanza review (Yes/No)?", 12th June 2019,toyota-glanza-vs-maruti-baleno,Bengaluru,58,72
49, myavu , 22:31 ,Senior - BHPian,"Well it's Baleno for me. Changing logos won't make the car different. Here there is no heart vs head decision. Baleno as car is a perfect fit for Maruti (Suzuki) but not for Toyota. Even if more warranty or a 10000 price cut will not force me to a Toyota showroom. It's deeply etched within that it is a Maruti Suzuki after all. But a side note. If I am in the market for a car with similar budget I will never look for Baleno or Glanza. From day one Baleno is not in my check list. It could be Aspire, Freestyle or even lower variant of a Nexon. Cheers!", 12th June 2019,toyota-glanza-vs-maruti-baleno,Delhi,"1,498","1,668"
50, Aditya_Bhp , 23:45 ,BHPian,"Kerala is Toyota Land. Anything with a Toyota badge sells here. I am sure the monthly 2000 odd Glanzas can be sold in Kerala itself. But there is another advantage for Toyota, they can increase the footfalls to their showrooms. The Glanza V CVT sells for 10.36Lakhs on road in Kerala. The Yaris J CVT with 6 airbags sells for 11.36Lakhs. There are discounts on the Yaris to the tune of around Rs.60000, reducing the actual price difference between the two cars to under 50000Rs. For this money, you get a much bigger car, and most importantly 7 airbags, although you will lose on some features such as the Touchscreen and Alloys, all of which can be added later on. I believe this move will resurrect Yaris to its true potential. The base J variants are good value for money.", 12th June 2019,toyota-glanza-vs-maruti-baleno,KL08,424,"1,130"
51, howler , 14:28 ,BHPian," Quote: Originally Posted by Aditya_Bhp Kerala is Toyota Land. Anything with a Toyota badge sells here. I am sure the monthly 2000 odd Glanzas can be sold in Kerala itself. But there is another advantage for Toyota, they can increase the footfalls to their showrooms. The Glanza V CVT sells for 10.36Lakhs on road in Kerala. The Yaris J CVT with 6 airbags sells for 11.36Lakhs. There are discounts on the Yaris to the tune of around Rs.60000, reducing the actual price difference between the two cars to under 50000Rs. For this money, you get a much bigger car, and most importantly 7 airbags, although you will lose on some features such as the Touchscreen and Alloys, all of which can be added later on. I believe this move will resurrect Yaris to its true potential. The base J variants are good value for money. I think you might have just cracked the real reason behind Toyota offering the glanza!! Baleno customer moves to Glanza because of the warranty, walks into a showroom, sales Guy does his job and pushes him to the slightly more expensive Yaris and voila ; Ka-ching! Yaris has been a bit of a dud, let’s see how this pans out", 13th June 2019,toyota-glanza-vs-maruti-baleno,coorg/bangalore,445,565
52, anumod , 20:25 ,BHPian,"Voted for Baleno, just because of the re-labeling approach of Toyota. I know it is a little childish, but expected a more from a sturdy brand like Toyota.", 13th June 2019,toyota-glanza-vs-maruti-baleno,Hyderabad,631,776
53, Knowall , 21:12 ,BHPian,Voted for the Baleno. Just because I change my clothes doesn't mean I'm a different person. At the end of the day this is just a Baleno. +One of MSIL's biggest advantages is it's service network. You cannot just ignore that and I see it as a huge disadvantage to Glanza owners who are paying the same money but cannot reap the same benefit. I can buy an extended warranty with discounts to match the Glanza but not setup an entire service network., 13th June 2019,toyota-glanza-vs-maruti-baleno,Gurgaon,60,64
54, Kosfactor , 21:52 ,Distinguished - BHPian,"https://en.m.wikipedia.org/wiki/List...eered_vehicles I was reading through that link, it sure mentions Glanza as well as Yaris(North America) among other vehicles Toyota uses through rebadging route. I think BMW Z4 being used as Supra is missing or maybe I didn't notice it. Interesting to see that they have used Citroen vehicles as well.", 13th June 2019,toyota-glanza-vs-maruti-baleno,COK\BLR\MYS,"3,579","10,063"
55, peus017 , 23:31 ,BHPian,"Sorry for being spoilsport here, but all this while we have been bashing Toyota for re-badging a car and probably not listening to Indian markets and selling age old products with little or no innovation. And suddenly when they start selling a successful product with relatively less price everyone has all ears for Toyota. Isn't that an irony ? If this turns out to be successfull, which I am sensing would be, a big question to us is What do we get ? I mean we are making a L-A-Z-Y company more L-A-Z-Y. This opens avenue for them to dump relatively sub-standard products than what they manufacture and taste success with it. Easy Money, No competition and may be after years we still try to figure what went wrong with Indian Customers mindset. I know even if we don't promote here but average Indian public will still buy, but we speak unbiased language. So I want better product from Toyota's stable ! They need to wake from there slumber !", 13th June 2019,toyota-glanza-vs-maruti-baleno,Bengaluru,62,227
56, Rahul Rao , 09:32 ,Senior - BHPian,"I.m not in the market for a hatch, and may probably never be. I'm considering other re-badged products that will come from these two, not just Baleno and Glanza, and so i voted for Glanza. In the past I have owned both Maruti and Toyota, and Toyota service is far better, add to that better warranty and same pricing, Toyota wins. Lastly Baleno is also not a Maruti manufactured vehicle , but both Toyota and Maruti buy the cars from the Suzuki plant in Gujarat. This is a pure Suzuki plant and not a Maruti Suzuki one. Rahul", 14th June 2019,toyota-glanza-vs-maruti-baleno,Pune,"1,132","2,621"
57, gururajrv , 23:22 ,Senior - BHPian,"Not sure if I’m mistaken but my observation tells me Glanza has a distinction from the rear LED light setup vs the 2019 Baleno. Toyota has a distinct LED brake setup vs Baleno having a plain LED brake setup at the rear. Baleno top end earlier had a L shape LED running throughout but the current model has omitted and has implemented a plain LED bulb setup. If you guys have noticed it, Toyota has kept it that way to distinguish the car at night from rear apart from their badge! Correct me if I’m mistaken that’s what I’ve observed. PS: Whilst the discussion of Baleno vs Glanza is being done here, masses have decided the demand for Glanza G MT variant is on demand as per latest Autocar report. Looks like Toyota have planned it well to lure customers in with just over 1 month waiting period.", 14th June 2019,toyota-glanza-vs-maruti-baleno,KA,"1,237","2,428"
58, Equus , 07:39 ,Senior - BHPian,"Glanza indeed! Better value, not just a more acceptable badge! Toyota has learnt its mistakes from its pricing blunders! I think the 2020 Yaris will see a significant price cut (1.5L?) and maybe loose a few goodies (mostly airbags) as well. This car deserves to sell atleast 5000 copies in our market.", 15th June 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"1,123",422
59, SaiSW , 08:00 ,BHPian,"It is the Glanza for me. I wouldn't buy either actually, but if I had to, it'd be the one with the T badge. As far as I'm concerned, servicing is just as easy with the glanza as with the Baleno. Both showroom/service centres are about 100-200 metres apart from each other.", 15th June 2019,toyota-glanza-vs-maruti-baleno,Good,670,"1,517"
