,name,time,brand,post,date,car name,location,posted,thanked
10, praveen_v , 16:46 ,BHPian,Congratulations on the new car. I am also looking at a Nios AMT and the same color as well and the experience from a user perspective is really helpful for someone like me looking to take the plunge. I am looking to move from a Jazz CVT to the Nios AMT (Due to various reasons) and was worried a bit regarding the AT experience and the efficiency. I drive with a light foot and based on your experience and my test drive I think i should be able to adapt quickly without feeling like a too much of a downgrade. Hyundai's AMT is based on electric actuators (Quicker and smoother?) compared to hydraulic actuators in other AMT boxes and as per tbhp review of Hyundai's AMT it seems to be the best implementation as far as AMTs are concerned. FE also seems to be on par with the Jazz CVT under city condition. I feel that the interior space is almost at par with the Jazz and the rear bench has more depth and comfortable with ample leg room. The boot is much smaller though and expected due to its dimensions. Hyundai has again short-changed by not giving the AMT option on the top end but at least they have not skimped too much in the sportz variant compared to other models in Hyundai lineup. Do keep updating the mods/accessories when you add and again wishing you a great time with the car., 27th September 2019,hyundai-grand-i10,Chennai,505,206
11, forester , 16:55 ,BHPian,"Many congratulations on a lovely looking car there and a tasteful choice of colour. Wish you many miles of blissful ownership! According to this report - https://www.autocarpro.in/news-natio...says-iza-44162 - it's alarming how carmakers in India cut corners and skimp on the basic galvanisation (anti-corrosion) process for their domestic models to save costs. The report also suggests that with increasing use of High Strength Steel, it is even more important to galvanise the BIW to avoid rusting of this comparatively thinner sheet metal. Now, if Hyundai hasn't gone ahead and treated the NIOS, whose body is comprised of 65% Advanced and High SS, you are better off getting it coated from a reputable service provider. Should keep the hassle away from a long-term ownership perspective ", 27th September 2019,hyundai-grand-i10,New,116,640
12, Dieselritzer , 18:33 ,BHPian, Quote: Originally Posted by praveen_v I feel that the interior space is almost at par with the Jazz and the rear bench has more depth and comfortable with ample leg room. The boot is much smaller though and expected due to its dimensions. . The interior space is significantly less than Jazz. The rear bench is a strict 2 seater + 1 kid. Jazz has wider seats. Boot space is also way lesser than what Jazz offers., 27th September 2019,hyundai-grand-i10,Mumbai,582,"1,410"
13, spanner777 , 19:15 ,BHPian,"Congrats on the new car. It indeed looks amazing in those gun metal alloys. Quote: Creeping Function Quote: The Creeping function helps the vehicle to start smoothly. If you take your foot off the brake pedal when the shift lever is either in R (Reverse), D (Drive) or M (Manual) position, the vehicle will start slowly without depressing the accelerator pedal. To disable the function, depress the brake pedal or pull up the parking brake lever. The creeping function will not operate when the parking brake lever is engaged with the shift lever in R (Reverse), D (Drive) or M (Manual) position. Please tell me how usable is the creep function in steep inclines. Is it predictable?", 27th September 2019,hyundai-grand-i10,Cochin,38,48
14, VWAllstar , 19:20 ,BHPian," Quote: Originally Posted by Dieselritzer The interior space is significantly less than Jazz. The rear bench is a strict 2 seater + 1 kid. Jazz has wider seats. Boot space is also way lesser than what Jazz offers. Jazz is a premium hatchback which should be compared to Hyundai's Elite I20. Nios is a direct competition to Swift. Let aside the space, why such a (un)fair treatment with the seat fabrics? Will get spoiled in no time.", 27th September 2019,hyundai-grand-i10,Mumbai,950,"2,435"
15, abhinav.s , 21:48 ,Senior - BHPian," Quote: Originally Posted by rahul_goyal While I am keen on ceramic coating, I have mixed feeling about anti rust coating. I have gone through the forum, but didn't quite make up my mind on the necessity of going for antirust coat. I read that it's not required in Delhi NCR. Say if the underbody does get rusted, isn't that covered in your warranty? Congrats on the new car. Looks awesome in the chosen color along with the superb looking alloys. Wishing you many many happy miles with the car. Ceramic coating is probably an overkill on a new car. A basic paint sealant treatment should be sufficient. You could probably do the ceramic coating after a year or two when you feel like doing something for the car to make it look fresh. For anti-rust coating, read your owners manual. Some mfg. clearly mention the duration for which warranty is applicable for rusting. Example: VW states clearly for Polo, Vento, Ameo it is 6 years anti-rust warranty while for Jetta, Passat and Tiguan it is 12 years. Something similar should be mentioned in the owners manual of the Nios too. One thing I have noticed is that due to the thinner sheet metal on Maruti cars, going for the anti-rust protection from 3M for the underbody helps reduce the road noise to a good extent. If not for anything else, you can get it done for this benefit. ", 27th September 2019,hyundai-grand-i10,Bangalore,"2,769","1,266"
16, dark.knight , 22:28 ,Distinguished - BHPian,"I don't normally say this for hatchbacks, as most manufacturers make rather plain-jane cars under the 10L price barrier but this has got to be the most stimulating hatchback I've ever seen, my god that front grille and headlamp, I'd mistake it for a D-Segment sedan if not for the narrower proportions. As usual they've cut corners too, they remove backlit power-window buttons usually but here they power window button isn't even having the window logo on them, looks like a homage to cars under the 5L barrier, and then the steering wheel control buttons, as a fan of omnibalance designs this looks out of place as far as my car OCD is concerned. Also, no harm in giving adjustable headrests. Congrats, as far as small and efficient is concerned, this takes the cake.. a perfect city oriented, family car with better F.E than torque converters. They have simply whacked it out of the park when it comes to design. I don't think you need to waste money on ceramic coating, just get it washed well and maintained well, save the money for other stuff. Noodle mats are another unnecessary item that cost 3-4 times more than they are supposed to cost. Just get a complete professional wash+vacuum+wax done every 3 months or so.", 27th September 2019,hyundai-grand-i10,Beans,"1,847","8,351"
17, rahul_goyal , 23:19 ,BHPian," Quote: Originally Posted by spanner777 Congrats on the new car. It indeed looks amazing in those gun metal alloys. Please tell me how usable is the creep function in steep inclines. Is it predictable? Thank you! Creep function takes about a split second to react and starts to move in a very relaxed manner. So do not expect hill hold functionality from creep function. In stop-go traffic on an incline, I always use handbrake to prevent the car from crawling back and I believe this is recommended even for automatics as it reduces pressure on the clutch.", 27th September 2019,hyundai-grand-i10,Gurugram,138,857
18, VWAllstar , 23:35 ,BHPian," Quote: Originally Posted by Durango Dude Yeah, I've also got Dr Charcoal in my car! Even I have one in my car. But do you guys really feel the difference? To be honest I haven't felt any noticable difference inside the car. I try to keep it on the dashboard when there is sunshine so it gets activated and does not remain moist because of the incessant rains of Mumbai.", 27th September 2019,hyundai-grand-i10,Mumbai,950,"2,435"
19, rahul_goyal , 23:52 ,BHPian," Quote: Originally Posted by VWAllstar Even I have one in my car. But do you guys really feel the difference? To be honest I haven't felt any noticable difference inside the car. I try to keep it on the dashboard when there is sunshine so it gets activated and does not remain moist because of the incessant rains of Mumbai. I'll be honest, I bought it thinking that it will have some fragrance (I didn't read the description while ordering) . But now having read the description, I understand its an air purifier that removes odor, pollutants, excess moisture and allergens. There's no real way to know how well it works on a new car. May be someone who has odor and moisture problem in their car can confirm if this is found effective.", 27th September 2019,hyundai-grand-i10,Gurugram,138,857
20, adi.mariner , 06:23 ,BHPian,"Congratulations rahul_goyal for your new Grand i10 Nios. It looks really spectacular in the Grey shade with the Gun metal finish alloys. Wish you a very happy ownership experience. The variable extended warranty is a good addition with the car for those whose usage is not a lot. You have mentioned the On-Road pricing to be around 8 lakhs. When I checked the On-road pricing for Pune on Carwale, the website shows it to be 9.41 Lakhs. Was it some introductory pricing that you got while booking the car? Picture credits - www.carwale.com", 28th September 2019,hyundai-grand-i10,Pune,516,"1,265"
21, Durango Dude , 07:06 ,Senior - BHPian," Quote: Originally Posted by VWAllstar Even I have one in my car. But do you guys really feel the difference? To be honest I haven't felt any noticable difference inside the car. I try to keep it on the dashboard when there is sunshine so it gets activated and does not remain moist because of the incessant rains of Mumbai. Haven't noticed, haven't put it out in the sun, even once. I bought a lot of Charcoal to prevent moisture creating problems in the car, wardrobe and also to avoid bad odor. But the catch of sunning it once a month is a chore!", 28th September 2019,hyundai-grand-i10,Chennai,"1,935","5,084"
22, rahul_goyal , 07:39 ,BHPian," Quote: Originally Posted by adi.mariner You have mentioned the On-Road pricing to be around 8 lakhs. When I checked the On-road pricing for Pune on Carwale, the website shows it to be 9.41 Lakhs. Was it some introductory pricing that you got while booking the car? Picture credits - www.carwale.com Thank you! The screenshot provided is for CRDI (diesel) Sportz AMT variant, mine is a petrol. Price break up is provided in the original post. No special discount or introductory price was available on Nios.", 28th September 2019,hyundai-grand-i10,Gurugram,138,857
23, adi.mariner , 08:04 ,BHPian," Quote: Originally Posted by rahul_goyal Thank you! The screenshot provided is for CRDI (diesel) Sportz AMT variant, mine is a petrol. Didn't realise that at all. My mistake. Thank you for pointing out. Note to mods : Can you please delete my previous post if possible. Thank you.", 28th September 2019,hyundai-grand-i10,Pune,516,"1,265"
24, VWAllstar , 08:20 ,BHPian,"I am so highly impressed with the interior design, fit, finish,quality and colour of this car. Even the exterior colours given by Hyundai are growing on me. If not this then nothing can beat the ubiquitous Swift in India. Hyundai may have overpriced the car a bit but it is a BS6 version so if Swift moves on to the same stage, both shall be equally priced. I am not a Hyundai fan at all but perspectives are changing. Especially with designs and features, Hyundai is much better than any other brand in the country now. (Subjective) Things I don't like about them: Brakes - They have a weird hardness to them. Does not inspire confidence. Handling: Poor driving dynamics and light steering. Although post 60 kmph, it weighs in well. ( Is there something one can do to make it better like Fiats or VWs?) Been told a few negatives about them by my Solution Architect who owned the i20. 1. Post 3-4 years Hyundai cars are expensive to maintain 2. There are a lot of electronic (features) which post few years need replacement and are very expensive 3. The paint quality of Hyundai is not very good 4. Service costs of Hyundai are on the expensive side but no one talks about it I have never owned a Hyundai before, but this Nios is quite tempting to be the go to car for city drives. Loved the aesthetics and materials, well done Hyundai India ", 28th September 2019,hyundai-grand-i10,Mumbai,950,"2,435"
