Unnamed: 0,name,time,brand,post,date,car name,location,posted,thanked,predicted_class,sentiment_score
24, suhaas307 , 21:06 ,Team-BHP Support," Quote: Originally Posted by SuperSuri I don’t think Hyundai would do that. However, you can go with a straight pipe exhaust with a valvetronic muffler for a good exhaust note. Honestly, I would never recommend a valvetronic muffler unless it's from a reputed brand that has put in the time and R&D to develop the product. Generic valvetronic mufflers use the valve/flap and actuators that tend to fail prematurely. And when they are closed, the backpressure is immense, and you will risk doing some serious damage in the long run. You will also lose power with the valve closed as a result of the immense backpressure. Also, if you have closely examined a generic / universal muffler, you will notice that it is nothing but a perforated straight pipe with glass wool packed up around the pipe and the muffler body designed around it. The glass wool will burn away with time and it will essentially become a straight pipe. I am not sure about others, but personally, a generic muffler makes the exhaust note sound a bit cheap and brash. The lack of a polished and tuned note is extremely obvious, and to me not appealing at all. Compare this to a stock exhaust muffler - stock mufflers do not have a perforated straight pipe running through them. A cross section of a stock muffler would reveal several chambers and baffles and channels through which exhaust gasses flow. It has been designed and engineered with a lot of thought and science. The Venue N Line's muffler is quite similar to a stock exhaust. The difference perhaps could be fewer baffles, larger channels and acoustically tweaked chambers. The basic construction remains the same. This is exactly why I would always recommend purchasing exhausts from reputed aftermarket exhaust companies such as Milltek, Akrapovic, etc. While these exhausts are eye-wateringly expensive, you can be rest assured that you will get a finely tuned and developed product that does not merely make a lot of noise but instead makes the right sounds. Quote: Originally Posted by GTO Based on your review, I think the Kushaq 1.5L DSG will still be more fun to drive than the Venue N-Line. But it will come with the usual Skoda headaches. Thug dealers, reliability concerns and a DQ200 DSG that will almost certainly fail once or twice in a 10-year ownership period. 100% without doubt, the Kushaq with the 1.5 TSI and DSG will be a lot faster and potentially more fun too. But the issues I see (apart from the obvious reliability concerns) are: 1) The Kushaq 1.5 TSI DSG is a whole 5 lakh or so more than the Venue N Line, and that could be a deal breaker for most. The 1.0 TSI is far closer to the Venue N Line in terms of pricing. 2) The Kushaq lacks the drama that the Venue N-Line has in spades. The tighter suspension + steering and the fruity exhaust note, not to mention the paddle shifts. The Venue N Line has character and personality than the Kushaq somewhat lacks. Maybe it's time for Skoda to consider locally engineering vRS versions of the Kushaq, with paddles on the steering wheel and a tuned exhaust. Quote: Originally Posted by VikramCS Great informative review, thanks for sharing. One question that's lingering in my mind: Is the Hyundai's DCT more reliable than VW's DSG? Also, since both are mated to Turbo-petrol engines, overall as a package, which car would be more reliable in the long-run? Only time will tell if the DCT in the Hyundais are better than VAG DSGs in terms of reliability. At the moment, we have not observed a pattern as we did with VAG DSG. At least Hyundai provides you with a warning notification on the instrument cluster when the DCT begins acting up and also provide a disclaimer regarding the DCT - stating that the driver will need to stop the car and allow the gearbox to cool down before proceeding. VAG it appears like to surprise their customers with sudden failures and without any warnings whatsoever. The only way to verify the health of the clutch-pack is to hook up the car to a computer via VCDS and examine the parameters and values closely. Speaking of reliability on Hyundais generally, there have been reports of Hyundai's T-GDI motor's fuel pump failing prematurely. Hope Hyundai covers these failures under warranty and not bother customers, or they will quickly go the VW / Skoda way.", 20th September 2022,hyundai-venue,Bangalore,"8,828","12,241","Brakes, Wheels or Tires",Very Positive
25, AnshumanS001 , 23:00 ,Newbie,"I too am looking out on options like the Venue N line, VW Virtus 1.0 or may be a electric one. IMO the venue N Line didn't feel very crisp or every enthusiast upon driving. Still in a thought what to do.", 20th September 2022,hyundai-venue,Chandigarh,5,5,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
26, Blue_Silver , 12:55 ,Newbie," Quote: Originally Posted by suhaas307 Instrument cluster changes colour according to the selected drive mode. It is bathed in either blue (Normal), green (Eco) or red (Sport): This just hit me. Is this just me or the instrument cluster looks very similar to that of KIA Carens. I might be wrong, however I felt this to be a direct part sharing between both brands.", 21st September 2022,hyundai-venue,PUNE,17,26,"Brakes, Wheels or Tires",Very Negative
27, FarPatel , 16:47 ,BHPian,"Thanks for the review, Suhaas. I have a question which hope you or anyone else reading this can answer. I'm looking for a suitable replacement for my Ford Classic and one of the points I'm looking at is the ability of the car to sail over the painted rumble strips that are rampant on the Mumbai-Pune Expressway as well as on Palm Beach Marg in Navi Mumbai, without rattling all its nuts and bolts or my own bones. Have you taken this car over such surfaces in your test drive? My Ford's brake light fuse has come loose during these drives on two occasions and this has me worried about anything else that may get loose.", 22nd September 2022,hyundai-venue,Mumbai,247,328,Features/Controls/Displays (broken or difficult to use),Positive
28, dotcombubbled , 13:34 ,Newbie," Quote: Originally Posted by suhaas307 It would be really hard to choose between the two. Both had very poor tyres and its absolutely essential that one upgrades to nicer stickier rubber. In every thread, Ive heard bad reviews only for MRF stock tyres in Sonet and venue. Which tyres would you recommend for Venue n-line? Preference would be something which provides : 1) riding comfort and absorption - top priority 2) stability (Would recommended tyres be the similar ones people usually recommend for Sonet also?, owing to Sonets stiffer suspension) I have booked Venue N line, delivery in early October. I would like to know where I can swap tyres? 1) Can I pay a little extra to the dealer to get better tyres of some manufacturer other than MRF? 2) if not above, people generally sell their stock tyres where?", 23rd September 2022,hyundai-venue,Bangalore,15,11,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
29, suhaas307 , 22:50 ,Team-BHP Support," Quote: Originally Posted by FarPatel Thanks for the review, Suhaas. I have a question which hope you or anyone else reading this can answer. I'm looking for a suitable replacement for my Ford Classic and one of the points I'm looking at is the ability of the car to sail over the painted rumble strips that are rampant on the Mumbai-Pune Expressway as well as on Palm Beach Marg in Navi Mumbai, without rattling all its nuts and bolts or my own bones. Have you taken this car over such surfaces in your test drive? My Ford's brake light fuse has come loose during these drives on two occasions and this has me worried about anything else that may get loose. Well, it does sail over ruts and expansion joints with ease, there is a muted thud and the suspension keeps you extremely aware of the road surface. It does not isolate you from the surface and I think that is what you are looking for in a car. It certainly won’t last the sustained punishment of rut riddled roads, most cars wouldn’t to be honest. Only an Innova will be able to deliver that sort of experience without coming apart entirely. Quote: Originally Posted by dotcombubbled In every thread, I’ve heard bad reviews only for MRF stock tyres in Sonet and venue. Which tyres would you recommend for Venue n-line? Preference would be something which provides : 1) riding comfort and absorption - top priority 2) stability (Would recommended tyres be the similar ones people usually recommend for Sonet also?, owing to Sonet’s stiffer suspension) I have booked Venue N line, delivery in early October. I would like to know where I can swap tyres? 1) Can I pay a little extra to the dealer to get better tyres of some manufacturer other than MRF? 2) if not above, people generally sell their stock tyres where? You can opt for Michelin Primacy ST if riding comfort and stability are your main requirements. It will work well on any car. The dealer won’t get you the tyres in all probability. You could exchange the stock tyres immediately after leaving the showroom. You should get a half-price(ish) discount on the new set upon exchange. Any reputed tyre store in your city should do this for you. Madhus did this for me when I swapped out the MRFs on my Polo for Continental MC5s ages ago.", 25th September 2022,hyundai-venue,Bangalore,"8,828","12,241","Brakes, Wheels or Tires",Very Positive
30, Shreyans_Jain , 23:33 ,Distinguished - BHPian," Quote: Originally Posted by Blue_Silver This just hit me. Is this just me or the instrument cluster looks very similar to that of KIA Carens. I might be wrong, however I felt this to be a direct part sharing between both brands. Yes, it is the same cluster that debuted in the Carens. Looks meh, in my opinion. Venue originally had an elegant and classy analogue instrument cluster. Definitely a change for the worse.", 25th September 2022,hyundai-venue,HR51/HR29/HR26,"2,679","20,424","Brakes, Wheels or Tires",Positive
31, Blue_Silver , 11:46 ,Newbie," Quote: Originally Posted by Shreyans_Jain Yes, it is the same cluster that debuted in the Carens. Looks meh, in my opinion. Venue originally had an elegant and classy analogue instrument cluster. Definitely a change for the worse. I Completely agree on this, these new Digital clusters are a mix bag, they have great opportunity for customization, however in the current Avatar they are too plain jane. Specially in the tacky color options. & That's one thing which I don't like about my own Carens , (hope my better half doesn't read this) rest probably I will live with it.", 26th September 2022,hyundai-venue,PUNE,17,26,"Engine, Fuel System and Exhaust",Very Positive
32, msp_siva , 19:15 ,Newbie,"Informative thread. Thanks. Next week, I will be taking delivery of Hyundai Venue N-Line N8. I have a question. Answers appreciated. Is my variant eligible for Anti-Theft discount? This car comes with factory fitted burglar alarm. Also, it has connected car technology (Hyundai Bluelink). I am not sure if this qualifies as ARAI approved device.", 17th November 2022,hyundai-venue,Tiruppur,1,0,Features/Controls/Displays (broken or difficult to use),Very Positive
33, skyfire2892 , 15:31 ,BHPian,"1 month with Venue N line It's been almost a month since I took delivery of my Polar White dual tone Venue N line. Sharing initial ownership review Buying Experience I was strictly looking for automatic car owing to traffic situation in Bangalore. I would have preferred a sedan but market for these has really shrunk. Had looked at Baleno and i20 but given sloppy state of roads, decided to go for a compact SUV. I test drove Venue, Kiger, Sonet and Nexon. Nexon had AMT which I didn't like. I was completely sold on Kiger's design but it's interior, sound system and camera are different story altogether. Remained Venue and Sonet, Kia made this decision easy as Sonet AT had waiting period of 1 year :| I also liked rear design of new Venue, so we booked Phantom Black Venue DCT, since that color really complemented the LED strip at rear. Our waiting period was ~4 months, and ~2 months later Venue N line was launched. While we were fixated on exterior black color, which N line didn't have, it's black + red accent interior swayed us, plus amount of features added(4 disc brakes, auto dimming IRVM ) were really enticing. We ended up switching our booking to Polar White with black roof. Bonus was ~1 month was shaved off from waiting period We got the car from Trident Hyundai, Whitefield and whole experience was quite good. Ownership Experience I'm fond of car's look and exhaust sound. The car is a looker and I've seen this on roads too with people turning heads. Driving is pretty smooth, steering is a bit heavy than normal Venue which is a plus point. We have a Creta Diesel at home, so I feel quite comfortable driving this car as well. Sports mode makes driving very responsive and that's what i use on open roads. Eco mode is something I avoid as car feels dead. Suspension feels fine to me, was a bit worried given this variant has a bit of stiff suspension but I'm not feeling much difference till now. City FE is ~10 kmpl with bumper to bumper BLR traffic. Did one highway drive and saw trip FE reach 17-18 kmpl. Black and red interiors look good. In car entertainment system is quite smooth as well. Bluelink is a hit and miss. It allows me to do some settings remotely, view car status but its car location feature is not real time. If car is in basement where signals are limited, bluelink will not be able to fetch it and it doesn't even store location of car when it had signal access previously. Dashcam is decent and has an app to retrieve data(you have to be in car to do that). Auto headlights and ORVM with puddle lamps which open as you approach the gate are very welcome features. What I don't like Lack of wireless android auto which is available in lower variant. I would have swapped this feature with Bluelink if option was provided since I don't use those features that much. Lack of back illumination of driver door buttons. Only window roll down button is illuminated, quite inconvenient when going to malls etc and have to unlock car for boot. Looking for some DIY solutions to illuminate that button. Some pics ", 10th December 2022,hyundai-venue,Bengaluru,243,189,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
34, dotcombubbled , 01:43 ,Newbie,"AMAGot my new Venue NLine N8 Got it a couple of weeks back from Advaith Bangalore, that too in a pretty unique and interesting color, Shadow Grey. Was split bw Sonet and Venue N8, went the N8 way. 10/10 with experience so farask me anything ", 13th December 2022,hyundai-venue,Bangalore,15,11,Transmission,Very Positive
35, nsbhagwat , 17:01 ,BHPian,Congratulations skyfire2892 and dotcombubbled on your new acquisition. 2 questions for you two:- Waiting period - what is the duration for the 2 variants? How is the performance of the LED projector headlamps in city and highways driving conditions? Regards Nikhil, 13th December 2022,hyundai-venue,Pune,415,271,"Brakes, Wheels or Tires",Very Positive
36, dotcombubbled , 20:53 ,Newbie," Quote: Originally Posted by nsbhagwat Congratulations skyfire2892 and dotcombubbled on your new acquisition. 2 questions for you two:- Waiting period - what is the duration for the 2 variants? How is the performance of the LED projector headlamps in city and highways driving conditions? Regards Nikhil 1. My waiting was 50 days (booked on day 2 of launch) but it has gone beyond 3 months for sure now. 2. LED projector — 8/10 3. Highway Driving conditions — 9/10, love it. Feels agile for a CSUV frame. Drives better than Nexon and XUV 300 et al Even city driving with slightly stiffer suspension is pretty good. Trust me you wouldn’t notice. I had a slipped disk condition earlier and always wanted a good suspension and tested N Line VS Normal venue plenty of times. Pretty satisfied. Build quality speaks volumes.", 14th December 2022,hyundai-venue,Bangalore,15,11,"Brakes, Wheels or Tires",Very Positive
37, DriftDevil , 18:26 ,Newbie,"Hi fellow Team BHPians, firstly big thanks to TBHP admins for allowing me to be a part of the group (after trying twice before in last 7 years). I recently became an owner of a shadow grey Venue N Line N8. Brief facts: Booked on: 26th Oct 2022 Delivered on: 28th Nov 2022 Dealer: Pavan Hyundai (Electronic City, Bangalore) Rides owned: Ford Fiesta 2008, Ford Figo 2012 Tdci (first car), Ford Freestyle 2020 P T+, Hyundai Venue N Line N8 2022 (Current ride) Reasons to shift from Ford to Hyundai: Sadly Ford has left India, and though there would not have been much issues to procure service and parts, but putting mind over heart I had to move out from Ford. Vehicles in contention: 1. Xuv 300 W8 (O) Turbo - Was keen on this but lack of a proper automatic and the compromised bootspace (family of 5, frequebt road trips) 2. Nexon XZA+ (P) - Again lack of proper automatic 3. Brezza ZXI+ TC - lack of power, somehow did not connect with the drive and feel, interiors though improved still lack the premium appeal 4. Venue N Line N8 - loved the auto transmission, for sure one of the best. Interiors felt premium, drive and feel was quite satisfying, plus add to it the sporty appeal. Sealed the deal for me. My experience so far: Have driven around 800kms and the drive has been a pleasure, dct is butter smooth and a hoot to drive, went of few highway drives and the ride & handling have been exceptional (unlike other hyundais) add to it the mileage has been exceptional (17-19km/L). Fell in love with the colour (not a day went by when i have not looked back and just gazed in awe of it). Ask me if anyone has any queries! ", 19th December 2022,hyundai-venue,Bangalore,10,9,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
38, dotcombubbled , 00:15 ,Newbie," Quote: Originally Posted by DriftDevil add to it the mileage has been exceptional (17-19km/L). Ask me if anyone has any queries! Congrats on the ride man! I too got my Venue N8 on 23rd November. Shadow Grey. Lovely color, isnt? Havent driven on Highway much (expect one trip to airport) Is 17-19 kmpl your just the highway mileage? So far Ive driven 480 KMs and Im getting 10-11kmpl, except one airport trip which gave me 14kmpl", 20th December 2022,hyundai-venue,Bangalore,15,11,"Brakes, Wheels or Tires",Very Positive
39, DriftDevil , 09:59 ,Newbie," Quote: Originally Posted by dotcombubbled Congrats on the ride man! I too got my Venue N8 on 23rd November. Shadow Grey. Lovely color, isnt? Is 17-19 kmpl your just the highway mileage? So far Ive driven 480 KMs and Im getting 10-11kmpl, except one airport trip which gave me 14kmpl Hey thanks man! Congratulations to you too on the new ride! Yes! definitely the colour is unique and a head turner for sure Its a mix of highway and city, Getting around 13-14 km/L in city, Highways max i have got is 19 km/L (far better than what i expected) The only let down are the below average headlights, though ok for the city they are quite underpowered for highway rides.", 20th December 2022,hyundai-venue,Bangalore,10,9,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
40, dotcombubbled , 12:07 ,Newbie," Quote: Originally Posted by DriftDevil Hey thanks man! Congratulations to you too on the new ride! Yes! definitely the colour is unique and a head turner for sure Its a mix of highway and city, Getting around 13-14 km/L in city, Highways max i have got is 19 km/L (far better than what i expected) The only let down are the below average headlights, though ok for the city they are quite underpowered for highway rides. Oh no, I'm never able to clock 13+ figures in the city. My usual route is Indiranagar > HSR/Bellandur. Proper bumper to bumper traffic. - Are you taking your car out in odd hours/traffic less hours? - What should I do? Don't thing nowadays mileage improves after 1st service Quote: Originally Posted by skyfire2892 1 month with Venue N line It's been almost a month since I took delivery of my Polar White dual tone Venue N line. [*] City FE is ~10 kmpl with bumper-to-bumper BLR traffic. I did one highway drive and saw trip FE reach 17-18 kmpl. Little assuring to see I'm not the only Venue N8 owner getting ~10 KMPL in BLR Traffic. Amazing to know that the other owner in this thread (2 comments above) is getting 15 KMPL+ in BLR city only.", 20th December 2022,hyundai-venue,Bangalore,15,11,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
41, gunanksood , 17:08 ,Newbie,"@dotcombubbled, @DriftDevil and @skyfire2892 Congratulations on buying a new Venue N line. I am expecting my Venue N line to get delivered next week so What are your suggestions for genuine accessories? your feedback on tyres, horn or things I should consider upgrading. Can you guys please share the details regarding insurance cost, extended warranty, Hyundai shield of trust, any discounts or add-ons I should ask for. I have seen multiple reviews on youtube but I feel ownership experience can give a lot more details about a car so please share any other suggestions even pictures will be helpful.", 20th December 2022,hyundai-venue,New,1,Once,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
42, DriftDevil , 18:24 ,Newbie," Quote: Originally Posted by dotcombubbled Oh no, I'm never able to clock 13+ figures in the city. Hey my usual route too covers HSR, Bellandur, Indiranagar in the same peak traffic hours. Few things that i usually do are: 1. No hard revs, i let it increase gradually and no rev launches at traffic signals 2. light foot as they say, always pressing the A pedal gradually and keeping a constant distance from the front car 3. Let the car idle first time when you start, let the revs settle at around 0.8/0.9 never drive immediately on a cold start hope these help! On the 1st service, the mileage does increase a bit but again u need to follow the above pointers to churn out the optimal mileage. P.S. i do drive hard once in a while but i generally prefer patient driving (i think with years of driving i have found out hard revving in traffic situations doesn’t really make you reach quicker to your destination) Quote: Originally Posted by gunanksood @dotcombubbled, @DriftDevil and @skyfire2892 Congratulations on buying a new Venue N line. Hey, thanks! Accessories: I opted for Sun visors, 3d mats, door guards, mud flaps, finger guards, scuff plates and key chain You can get these outside as well but I prefer genuine accessories fitted by the company itself to last more and provide peace of mind. Tyres: I received my car with MRF wanderers and they are quite ok, not that noisy, grip and comfort levels are fine so did not bother upgrading as of now. The only gripe I have are the headlights as just about ok; this really needs an upgrade since fogs are not there anymore; still trying to find a solution to this. On discounts I doubt any dealer will provide anything, especially after the news has come out of the inevitable price increase from Jan 2023, you can press hard on the insurance, I got it with all the covers for 40K. No other discounts as such.", 20th December 2022,hyundai-venue,Bangalore,10,9,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
43, dotcombubbled , 18:56 ,Newbie," Quote: Originally Posted by gunanksood @dotcombubbled, @DriftDevil and @skyfire2892 Congratulations on buying a new Venue N line. I am expecting my Venue N line to get delivered next week so What are your suggestions for genuine accessories? your feedback on tyres, horn or things I should consider upgrading. Can you guys please share the details regarding insurance cost, extended warranty, Hyundai shield of trust, any discounts or add-ons I should ask for. I have seen multiple reviews on Youtube but I feel ownership experience can give a lot more details about a car so please share any other suggestions even pictures will be helpful. Big big congrats on your upcoming car mate. My reccos: Warranty  Take Hyundai Shield of Trust. I Got it at 9k I think Accessories: 1. Horn  it is more than okay. Has a nice tone. Dont bother replacing. Anyway loud horns are for uncivilised and uneducated roadies, not for sophisticated drivers. In india, as a practice, we shall honk less as 99% of times I observe its highly unnecessary. 2. Tyres  even I thought of replacing the stock MRF wanderers as there are more comfort oriented ones like Michelins or Bridgestone in the market, given this vehicle has a slightly stiffer suspension But I decided against it as MRF seems not to bad but theyre average at best. People recommend selling them off right from showroom to get the best price out of stock ones. (To know which tyres: check my profile > posts by me > someone recommended me tyres on Sonet thread) Im kinda 7/10 satisfied with these tyres and I do have a back issue (at least used to have but now okay  had slipped disk) So Sonet also has slightly stiffer suspension compared to normal Venue, guessing itll be on par with N Line when it comes to stiffness  so few owners opt for comfort oriented ones. 3. Side Step  would totally recommend specially when youre in a city like bangalore. Not for climbing on vehicle but to safeguard your vehicle against hooligans bikers / autos trying to overtake all the time and brushing against your vehicle is a pleasure to them. To save your bottom of door part. Gives protection against few other things on road as well I have been meaning to search something which is minimal one (for protection) and has least textual branding. The original one has big Venue written all over it and it seems pretty unclassy. Or rather any accessory which writes the car name looks very ugly and cheap. Im also looking for aftermarket side step which looks subtle and nothing that should spoil the look of an already sophisticated looking car. Will let you know in case I find anything. 4. Other accessories one can opt for garnish for fenders and light area and all, but trust me, vehicle looks best without any of cheap stuff on it, be it original accessory or aftermarket. Do you see many luxury car owners sticking stuff on their vehiclesno, right? Car is lovely at its naked best tbh. Rather invest this money in a good ceramic coat. Will totally recommend it. Try to get it on day 1 and speak to Detailers beforehand 5. Headlights  few people complain about lights as well, specially on highways but I think its not needed. Above average for sure. I think many delhi roadies are pretty much into high beams all the time and they want throw of light such it puts sun to shame In short, not needed unless you really feel so after a couple of night drives on highways. Add ons : 1. They shall give you full body bucket mats for sure and maybe car cover also. But mats for sure. Mats are really nice. 2. Dont expect much discounts but try your best. 3. So the dead foot pedal is uncovered from mats and the fabric is exposed. I think when you put your muddy footwear on that fabric, its gonna absorb it and is obviously not very easy to clean. So look for solutions for that. Maybe a small Vinyl sheet which can protect that area and on top of that put your original Hyundai bucket mat. In short, 1. Side step  strong yes, given its kinda minimal and doesnt take away the beauty 2. Shield of Trust 3. Ceramic coat  please get it done but not from dealer. 4. Headlights (only if you yourself feel its necessary) 5. Tyres  only if you think its necessary and your driving connoisseur experience tells you that youd make out the difference. ", 20th December 2022,hyundai-venue,Bangalore,15,11,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
44, TheHelix0202 , 11:04 ,BANNED,"Congrats on the new car. Man, you didn’t do the car justice by adding very few photos! One doubt though, why would any car manufacturer in their right mind sell side steps for a small crossover? But I suppose all the logic goes out the window when they label them as SUVs anyway!", 21st December 2022,hyundai-venue,BLR,989,"2,626","Steering, Handling or Ride",Positive
45, DCTfanatic , 13:15 ,Newbie,"Can anyone tell me if the difference between the suspension of the regular Venue and the N-Line is just tuning or are the parts different? And if the parts are different, is it possible to have the suspension of the N-Line fitted in the regular 1st gen Venue?", 15th February 2023,hyundai-venue,Ahmedabad,19,9,Entertainment/Navigation/Connectivity (broken or difficult to use),Neutral
46, jyothishrj , 06:56 ,Newbie,New update in venue N line states it has added start stop on the go. Is this technology same as seen in Volkswagen Taigun or in the newly introduced Maruti Fronx? I had booked Fronx Alpha Turbo AT. But the Fronx costs onroad 16 lakhs and the interior is not premium as N8 I am confused between the above two cars. Any suggestions please, 28th April 2023,hyundai-venue,Trivandrum,21,27,"Brakes, Wheels or Tires",Negative
47, DriftDevil , 08:44 ,Newbie," Quote: Originally Posted by jyothishrj Is this technology same as seen in Volkswagen Taigun or in the newly introduced Maruti Fronx? I am confused between the above two cars. Any suggestions please Hi Jyothi, yes as per new government norms all cars are now coming with this start stop system to save on fuel when idling. On the confusion, well Fronx is more of a crossover, and interiors are definitely much more premium on the Venue N Line. If you have budget to stretch Venue N Line would be a good choice, however if mileage is a concern then Fronx would hands down beat it.", 28th April 2023,hyundai-venue,Bangalore,10,9,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
48, KPS , 19:47 ,Distinguished - BHPian,"Took delivery of my N8 Shadow Grey on Saturday. Love the sporty sound of the car. The stiffer suspension is great and takes all the road imperfections well. Delivery from Advaith Hyundai, Vasanthnagar. With the Showroom Manager Poovaiah When I inspected the car at the Mission Road Stock Yard Cheers KPS", 30th April 2023,hyundai-venue,Bangalore,"2,751","11,485",Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
49, jaibatrik , 18:46 ,Newbie,"Anyone has any information on Hyundai discontinuing the thunder blue color? I wanted to book the N6 variant in that color but the dealer (Kun Hyundai, Hyderabad) mentioned that the production of Venue N-Line in that color is on hold for several months, and Hyundai might have discontinued that color. Coming to think about it, I don't remember seeing a Venue N-Line in that color recently. Anyway, I booked the shadow grey color instead.", 7th May 2023,hyundai-venue,Hyderabad,3,14,"Brakes, Wheels or Tires",Neutral
50, Zinger_Winger , 07:53 ,BHPian,"Hi, has anybody faced this issue of the car rolling off backward when you're starting it on a steep incline? So, I stopped on a steep climb, parked my car and was waiting for somebody. When I was about to start, I put the gearbox into D and left the parking brake with my foot pressing into the break pedal, as soon as I depressed the brake pedal, the car started rolling off. I thought that the car had Hill Start Assist or Hill Assist Control. Thankfully there was no vehicle parked behind us or else this would've been calamitous for a day old vehicle! I finally had to rev it quite a lot for the car to pick up pace. Can somebody advise how you're tackling this or if this has even been encountered by someone yet?", 12th May 2023,hyundai-venue,Bombay,49,125,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Negative
51, m8002? , 13:48 ,BHPian,Whats the current waiting time for the Venue N Line?, 16th May 2023,hyundai-venue,bangalore,801,"2,383",Transmission,Neutral
52, jaibatrik , 01:07 ,Newbie, Quote: Originally Posted by m8002? Whats the current waiting time for the Venue N Line? They officially mentioned it as 6 months to me when I booked one 2 weeks back. They have already called me today though trying to sell me a white one whereas I booked shadow grey. But let's see if I get the grey one soon., 18th May 2023,hyundai-venue,Hyderabad,3,14,"Engine, Fuel System and Exhaust",Positive
53, skyfire2892 , 08:21 ,BHPian," Quote: Originally Posted by Zinger_Winger Hi, has anybody faced this issue of the car rolling off backward when you're starting it on a steep incline? So, I stopped on a steep climb, parked my car and was waiting for somebody. When I was about to start, I put the gearbox into D and left the parking brake with my foot pressing into the break pedal, as soon as I depressed the brake pedal, the car started rolling off. I thought that the car had Hill Start Assist or Hill Assist Control. Thankfully there was no vehicle parked behind us or else this would've been calamitous for a day old vehicle! I finally had to rev it quite a lot for the car to pick up pace. Can somebody advise how you're tackling this or if this has even been encountered by someone yet? I haven't faced this. Every time hill assist got activated(specially in basement mall parking slope), I would suggest to test it out again at some slope, and if it occurs again check with service centre.", 21st May 2023,hyundai-venue,Bengaluru,243,189,Features/Controls/Displays (broken or difficult to use),Very Negative
54, KPS , 15:59 ,Distinguished - BHPian,"Did a trip to my home town in Kodagu/Coorg. At my ancestral home, Suntikoppa, Kodagu. The car peeps through the garage This is structure houses the granary on top In my experience, the road handling, suspension and braking was excellent. Really enjoyed the car. Mileage was a mixed bag. The small engine is very sensitive to driving style and terrain. Foe example from Suntikoppa to Madikeri, which is mostly uphill, I got a millage of 11 kmpl. On the way back, which is largely downhill, got close the 15 kmpl! I also found that in the hilly terriain, using the paddle shifts to change gears could get better mileage. Highway - 13-15 kmpl Hard driving - 10-11 kmpl Best Mileage - 16 kmpl Cheers KPS", 22nd May 2023,hyundai-venue,Bangalore,"2,751","11,485","Brakes, Wheels or Tires",Very Positive
55, SoumenD , 14:12 ,Senior - BHPian," Quote: Originally Posted by KPS Did a trip to my home town in Kodagu/Coorg. At my ancestral home, Suntikoppa, Kodagu. Off-Topic: Forget the car, your ancestral home looks so lovely. A rustic charm about it makes it look straight out of those Ruskin Bond books. Can you please share some more pics of the village/town and the house ofcourse?", 23rd May 2023,hyundai-venue,India,"1,747","6,274",Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
56, KPS , 09:43 ,Distinguished - BHPian," Quote: Originally Posted by SoumenD Off-Topic: Forget the car, your ancestral home looks so lovely. A rustic charm about it makes it look straight out of those Ruskin Bond books. Can you please share some more pics of the village/town and the house ofcourse? Thank you! As requested, please find the picture of the ancestral house. Coorg is about Coffee Plantations, so the house is in the middle of the plantation. Cheers KPS", 24th May 2023,hyundai-venue,Bangalore,"2,751","11,485",Body Exterior and Paint,Very Positive
57, coolboy007 , 17:05 ,Senior - BHPian,"Booked the N8 DCT in shadow grey, fell in love with this color and the ride/handling + braking combination of this car. Does the N line come with an air purifier? Our review mentions it but did not see it in any of the reviews or brochure. How is the head lamp performance since this does not come with fog lamps now? We have a new gen Creta and the lights in that car are appalling This will replace my 4 year old Baleno which was running fine but got tired of its lowly build and the interior rattles.", 31st May 2023,hyundai-venue,New,"1,852","2,137","Engine, Fuel System and Exhaust",Very Negative
58, DriftDevil , 17:47 ,Newbie," Quote: Originally Posted by coolboy007 Booked the N8 DCT in shadow grey, fell in love with this color and the ride/handling + braking combination of this car. Does the N line come with an air purifier? How is the head lamp performance since this does not come with fog lamps now? We have a new gen Creta and the lights in that car are appalling Congratulations on your booking, yes the Shadow grey is a terrific colour, been using it since 6 months now and people still turn heads when they see it. Air purifier - No it is not there in N line Headlight - they are ok in city use (7/10) is i have to rate it. The throw could have been better especially since they removed the fogs, but it is what it is maybe i will try and get some upgrade if i find any reviews somewhere.", 31st May 2023,hyundai-venue,Bangalore,10,9,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
59, jaysonline , 19:28 ,BHPian," Quote: Originally Posted by coolboy007 How is the head lamp performance since this does not come with fog lamps now? We have a new gen Creta and the lights in that car are appalling i Not good, just did a long drive last weekend in friend's N line and the throw and spread were a bit odd. May be because of the placement of headlights, but I have heard in general the newer Hyundai cars don't have better performing headlights. Compared to this the first gen Creta had excellent projector headlights in my opinion.", 31st May 2023,hyundai-venue,Delhi,85,157,Climate Control - Heating & Cooling (broken or difficult to use),Neutral
