,name,time,brand,post,date,car name,location,posted,thanked
10, armaan_singh , 13:29 ,BHPian,"Touching 13 Lacs OTR for the top end variant is seriously premium hot hatch pricing, and only those who really want a hot hatch will concede, and IMO that these buyers are far and few between, and will mostly end up picking the Sonet or Venue over a ""Hatchback"".", 5th November 2020,hyundai-grand-i20,New,220,615
11, ATRONIX , 13:43 ,BHPian,Hyundai i20 1.2 (Sportz)- 7.60 ex-showroom Vs Tata Altroz 1.2 (Xz trim)- 7.60 ex-showroom Hyundai i20 Diesel (Sportz) - 9 lakhs ex-showroom vs Tata Altroz Diesel (XZ trim) - 8.79 ex-showroom That's just absurd pricing in my opinion. Altroz surely seems a better buy., 5th November 2020,hyundai-grand-i20,Mumbai,181,704
12, shashi792 , 13:44 ,BHPian,"We were contemplating on booking a top end DCT turbo. The OTR of almost 13.5 in Bangalore is really on a higher side. We thought the top end would hit around 12L OTR. For comparison, another contender which was in our list was Honda City 5th Gen Base Variant. Which is around 13.8L. I know, its like comparing apples and oranges. But, we wanted to stick to a budget and then look for feature loaded cars around it. We will test drive it to see if it worth the asking price.", 5th November 2020,hyundai-grand-i20,Bangalore,172,291
13, AutoConsultant , 13:49 ,BHPian,"Does the average Premium hatch customer even demand or expect this level of tech/equipment? Even if they want all these features, they would rather go for a Venue/Sonet/Nexon. Just look at the highest selling car in the segment - Baleno. Even after all the highlighted safety concerns, it was the 2nd highest selling car last month. Its base variant is priced at 5.6 and the highest selling Delta variant is 6.45 whereas i20 starts at 6.8 . If the i20 base variant was priced equal to Baleno Delta variant, customers would have been willing to sacrifice a few features for a fresher car with enhanced safety.", 5th November 2020,hyundai-grand-i20,New,256,"1,517"
14, JithinR , 13:52 ,BHPian,"Summing up my feelings on waiting for the new i20 all this while, looking at the price premium and then running back to TATA Altroz. Come on TATA, this is golden opportunity to make some significant sales in the premium hatchback segment.", 5th November 2020,hyundai-grand-i20,Bengaluru,946,"3,499"
15, Palio_2005 , 13:55 ,BHPian,Doesn't work for me. As usual Hyundai off late have no class in their design and am sure they will look jaded after a time. The interiors are overdone as well with the horizontal slats and all that jazz. Why do we need to keep reminding people that's an I20? Give me a Polo or Altroz any days. Am sure people will love it as India is all about jazz..., 5th November 2020,hyundai-grand-i20,Pune,990,872
16, 2000rpm , 13:57 ,Senior - BHPian,Any clarity on the ground clearance? (unladen and laden) This car looks lower placed than the outgoing car., 5th November 2020,hyundai-grand-i20,Mumbai,"1,514","6,042"
17, nivatakavacha , 13:58 ,BHPian,And the videos have started pouring in; I have to say that Hyundai has a winner here based on first impressions! I definitely want to try out the turbo petrol DCT combo on the i20 now! https://www.youtube.com/watch?v=hfTy85ZMDxA https://www.youtube.com/watch?v=0K3NwKBLNOk https://www.youtube.com/watch?v=O7JK-28DOzc , 5th November 2020,hyundai-grand-i20,Chennai,156,459
18, sv97 , 14:04 ,BHPian, Creta I20 I think Hyundai did a good job this time around with the placement of the button for push start as one of the Youtuber's I think Gagan Chaudhary IIRC had pointed out he used to accidentally press the ESP off switch instead of the push start button in the Creta but in the I20 it has been placed higher which is good. Another good thing is the placement of the DRVM switch which has been moved from the centre console to near the headlight leveller and ESP off switch as it is easier to reach for the driver now., 5th November 2020,hyundai-grand-i20,New,398,"1,035"
19, Mango , 14:04 ,BHPian,"I don't get why manufacturer's are missing important features like split seats on such premium offerings. It may look like such a small thing but this is something which one might not use often but appreciates immensely when needed. It's so much easier to transport bicycles and large items like plants. Neither the i20 gets it and nor the Kia Sonet while being priced exorbitantly. The nice to have and practical features are being removed for things like an ""All Digital Instrument Cluster"" which is as digital as the one in the Bolero.", 5th November 2020,hyundai-grand-i20,Ghaziabad,30,150
20, freakmuzik , 14:05 ,BHPian,"This is insaneeee pricing! Though the car is loaded with features, the premium seems to be way off. i20 Asta(O) Diesel is priced 2.5 lakhs above Altroz XZ(O) Diesel. 4 airbags, TPMS, LED Headlamps, Sunroof etc are additional but is such a premium justified? I'm not sure. The Sportz Trim is priced equivalent to the Altroz XZ(O) in diesel guise and is sufficiently equipped though it loses out on Rear Adjustable Headrests as well as rear armrests, Cruise Control, Push Start/Stop button, Rear Wash/Wiper, Front USB charger, ISOFIX, Height adjustable seatbelts, etc. i20 gains with Tilt/ Telescopic adjustable steering across the range. While Tata offers ISOFIX across the range, i20 has it only in the top end. I once again wish car-makers make Rear adjustable headrests, ISOFIX mounts, Rear Wash/Wipe, etc standard across the variants as these determine the safety of occupants much more than anything else.", 5th November 2020,hyundai-grand-i20,Chennai,620,"1,340"
21, steadfast , 14:06 ,BHPian,So Hyundai did it again. The premium hatchback segment is moving upwards in prices! DCT starts at 10.67L and a Diesel non-auto commands a top of 10.6L ex-showroom. A subtle signal to competition to increase prices across the segment., 5th November 2020,hyundai-grand-i20,Ghaziabad,383,"1,031"
22, tushky , 14:17 ,Senior - BHPian,So the notable difference in dashboard between International I20 and Indian I20 are 1) Indian touch screen seems larger but we dont get physical buttons for ICE control. 2) International version gets passenger airbag on/off switch 3) Different instrument cluster on international version. 4) Additional switches near Gear knob on international version., 5th November 2020,hyundai-grand-i20,Pune,"1,230","2,697"
23, lone_wanderer01 , 14:17 ,Newbie," Quote: Originally Posted by nisshith 11.17 price of top end DCT is not justified at all. Cutting too close to venue SX+. In all fairness though, the SX+ is not a true top end. Misses out on airbags and a few other things. So the 50k premium on the Venue seems more absurd.", 5th November 2020,hyundai-grand-i20,Trivandrum,8,12
24, Striker , 14:22 ,BHPian,On road price in Chennai: , 5th November 2020,hyundai-grand-i20,Chennai,66,277
25, ATRONIX , 14:25 ,BHPian,"I like the dashboard of the new i20. However, the interior door panels are very boring in design and are very slim, especially the rear ones. Would've liked a better design and chunkier panels would've made it look more premium.", 5th November 2020,hyundai-grand-i20,Mumbai,181,704
26, padmrajravi , 14:27 ,Senior - BHPian,"I liked the design. Looks even more better than Altroz to me. All it needs is the crash rating now. If there are comparable crash ratings, I will consider this a better buy than Altroz even with the premium pricing. Hyundai's engine-gearbox mastery is superior to everybody else out there.", 5th November 2020,hyundai-grand-i20,Kozhikode,"1,218","5,476"
27, guyfrmblr , 14:37 ,Senior - BHPian,"Great report of the car. I liked the front design. It's very aggressive. The rear design is a bit turnoff. Hope they had made the tail lamp a bit smaller and straight which would have made it appear more proportionate. For me, it's still the first iteration of the Elite i20 which looks the best. The pricing looks really expensive. I had paid around 7.95L OTR for the 1.4 Diesel Sportz variant in 2011 (Bangalore pricing which was one of the highest in India during those days) and now the same variant costs close to 10.5L OTR. It may touch 11L OTR after the introductory pricing is removed. Even after considering inflation and other stuff, I feel it's overpriced for what it offers. Not sure what has improved so much in this car compared to the previous generations.", 5th November 2020,hyundai-grand-i20,Boston,"1,215","4,724"
